id,number,departure,arrival,status,delay,aircraft_id,airport_departure_id,airport_arrival_id,fare_tariff_id
4306,PG0553,2017-09-03 10:45:00.000000 +00:00,2017-09-03 12:25:00.000000 +00:00,Scheduled,,56,611,208,22
4307,PG0553,2017-08-17 10:45:00.000000 +00:00,2017-08-17 12:25:00.000000 +00:00,Scheduled,,66,940,223,1
4308,PG0553,2017-08-02 10:45:00.000000 +00:00,2017-08-02 12:25:00.000000 +00:00,Arrived,,5,254,349,8
4309,PG0553,2017-08-15 10:45:00.000000 +00:00,2017-08-15 12:25:00.000000 +00:00,Arrived,,24,361,252,29
4310,PG0553,2017-08-07 10:45:00.000000 +00:00,2017-08-07 12:25:00.000000 +00:00,Arrived,,47,484,169,17
4311,PG0553,2017-09-10 10:45:00.000000 +00:00,2017-09-10 12:25:00.000000 +00:00,Scheduled,,1,525,296,13
4312,PG0553,2017-08-21 10:45:00.000000 +00:00,2017-08-21 12:25:00.000000 +00:00,Scheduled,,20,102,531,19
4313,PG0553,2017-07-20 10:45:00.000000 +00:00,2017-07-20 12:25:00.000000 +00:00,Arrived,,79,331,138,13
4314,PG0553,2017-09-09 10:45:00.000000 +00:00,2017-09-09 12:25:00.000000 +00:00,Scheduled,,81,788,996,4
4315,PG0553,2017-09-06 10:45:00.000000 +00:00,2017-09-06 12:25:00.000000 +00:00,Scheduled,,32,27,256,27
4316,PG0553,2017-08-09 10:45:00.000000 +00:00,2017-08-09 12:25:00.000000 +00:00,Arrived,,75,354,885,18
4317,PG0347,2017-08-24 09:45:00.000000 +00:00,2017-08-24 13:45:00.000000 +00:00,Scheduled,,89,763,688,1
4318,PG0347,2017-09-10 09:45:00.000000 +00:00,2017-09-10 13:45:00.000000 +00:00,Scheduled,,38,520,718,6
4319,PG0347,2017-08-06 09:45:00.000000 +00:00,2017-08-06 13:45:00.000000 +00:00,Arrived,,61,143,909,23
4320,PG0347,2017-08-31 09:45:00.000000 +00:00,2017-08-31 13:45:00.000000 +00:00,Scheduled,,47,110,71,28
4321,PG0347,2017-07-27 09:45:00.000000 +00:00,2017-07-27 13:45:00.000000 +00:00,Arrived,,8,472,520,29
4322,PG0347,2017-07-16 09:45:00.000000 +00:00,2017-07-16 13:45:00.000000 +00:00,Arrived,,54,929,474,6
4323,PG0347,2017-08-10 09:45:00.000000 +00:00,2017-08-10 13:45:00.000000 +00:00,Arrived,,4,618,922,9
4324,PG0347,2017-08-03 09:45:00.000000 +00:00,2017-08-03 13:45:00.000000 +00:00,Arrived,,79,465,128,23
4325,PG0347,2017-08-20 09:45:00.000000 +00:00,2017-08-20 13:45:00.000000 +00:00,Scheduled,,1,13,114,29
4326,PG0347,2017-08-13 09:45:00.000000 +00:00,2017-08-13 13:45:00.000000 +00:00,Arrived,,98,880,369,30
4327,PG0347,2017-07-30 09:45:00.000000 +00:00,2017-07-30 13:45:00.000000 +00:00,Arrived,,85,196,756,25
4328,PG0347,2017-07-20 09:45:00.000000 +00:00,2017-07-20 13:45:00.000000 +00:00,Arrived,,30,245,694,5
4329,PG0347,2017-09-03 09:45:00.000000 +00:00,2017-09-03 13:45:00.000000 +00:00,Scheduled,,42,484,859,19
4330,PG0347,2017-09-07 09:45:00.000000 +00:00,2017-09-07 13:45:00.000000 +00:00,Scheduled,,49,747,8,23
4331,PG0347,2017-07-23 09:45:00.000000 +00:00,2017-07-23 13:45:00.000000 +00:00,Arrived,,67,215,569,5
4332,PG0347,2017-09-14 09:45:00.000000 +00:00,2017-09-14 13:45:00.000000 +00:00,Cancelled,,24,63,314,5
4333,PG0347,2017-08-27 09:45:00.000000 +00:00,2017-08-27 13:45:00.000000 +00:00,Scheduled,,88,686,442,14
4334,PG0347,2017-08-17 09:45:00.000000 +00:00,2017-08-17 13:45:00.000000 +00:00,Scheduled,,27,769,455,16
4335,PG0176,2017-08-05 11:50:00.000000 +00:00,2017-08-05 12:45:00.000000 +00:00,Arrived,,25,809,292,24
4336,PG0176,2017-07-31 11:50:00.000000 +00:00,2017-07-31 12:45:00.000000 +00:00,Arrived,,5,573,737,25
4337,PG0176,2017-09-08 11:50:00.000000 +00:00,2017-09-08 12:45:00.000000 +00:00,Scheduled,,11,635,583,17
4338,PG0176,2017-09-13 11:50:00.000000 +00:00,2017-09-13 12:45:00.000000 +00:00,Scheduled,,69,708,193,13
4339,PG0176,2017-09-12 11:50:00.000000 +00:00,2017-09-12 12:45:00.000000 +00:00,Scheduled,,29,950,161,12
4340,PG0176,2017-09-09 11:50:00.000000 +00:00,2017-09-09 12:45:00.000000 +00:00,Scheduled,,21,130,21,3
4341,PG0176,2017-08-31 11:50:00.000000 +00:00,2017-08-31 12:45:00.000000 +00:00,Scheduled,,21,160,547,23
4342,PG0176,2017-08-18 11:50:00.000000 +00:00,2017-08-18 12:45:00.000000 +00:00,Scheduled,,1,941,425,25
4343,PG0176,2017-08-22 11:50:00.000000 +00:00,2017-08-22 12:45:00.000000 +00:00,Scheduled,,35,159,189,20
4344,PG0176,2017-09-03 11:50:00.000000 +00:00,2017-09-03 12:45:00.000000 +00:00,Scheduled,,44,109,225,27
4346,PG0176,2017-07-26 11:50:00.000000 +00:00,2017-07-26 12:45:00.000000 +00:00,Arrived,,12,347,500,25
4347,PG0176,2017-09-05 11:50:00.000000 +00:00,2017-09-05 12:45:00.000000 +00:00,Scheduled,,90,245,223,13
4348,PG0176,2017-08-28 11:50:00.000000 +00:00,2017-08-28 12:45:00.000000 +00:00,Scheduled,,84,83,280,18
4349,PG0176,2017-08-06 11:50:00.000000 +00:00,2017-08-06 12:45:00.000000 +00:00,Arrived,,57,15,271,26
4350,PG0176,2017-08-14 11:50:00.000000 +00:00,2017-08-14 12:45:00.000000 +00:00,Arrived,,64,402,530,23
4351,PG0176,2017-08-19 11:50:00.000000 +00:00,2017-08-19 12:45:00.000000 +00:00,Scheduled,,5,25,838,28
4352,PG0176,2017-08-01 11:50:00.000000 +00:00,2017-08-01 12:45:00.000000 +00:00,Arrived,,46,235,784,19
4353,PG0176,2017-09-07 11:50:00.000000 +00:00,2017-09-07 12:45:00.000000 +00:00,Scheduled,,52,589,613,20
4354,PG0176,2017-08-03 11:50:00.000000 +00:00,2017-08-03 12:45:00.000000 +00:00,Arrived,,66,809,393,28
4355,PG0176,2017-07-20 11:50:00.000000 +00:00,2017-07-20 12:45:00.000000 +00:00,Arrived,,1,878,912,10
4356,PG0176,2017-08-30 11:50:00.000000 +00:00,2017-08-30 12:45:00.000000 +00:00,Scheduled,,25,693,534,20
4357,PG0176,2017-08-04 11:50:00.000000 +00:00,2017-08-04 12:45:00.000000 +00:00,Arrived,,34,359,664,15
4358,PG0176,2017-09-04 11:50:00.000000 +00:00,2017-09-04 12:45:00.000000 +00:00,Scheduled,,45,143,8,23
4359,PG0176,2017-07-25 11:50:00.000000 +00:00,2017-07-25 12:45:00.000000 +00:00,Arrived,,9,447,894,27
4360,PG0176,2017-07-29 11:50:00.000000 +00:00,2017-07-29 12:45:00.000000 +00:00,Arrived,,62,615,608,8
4361,PG0176,2017-07-23 11:50:00.000000 +00:00,2017-07-23 12:45:00.000000 +00:00,Arrived,,24,822,257,1
4362,PG0176,2017-08-29 11:50:00.000000 +00:00,2017-08-29 12:45:00.000000 +00:00,Scheduled,,67,688,820,17
4363,PG0176,2017-08-26 11:50:00.000000 +00:00,2017-08-26 12:45:00.000000 +00:00,Scheduled,,60,99,34,10
4364,PG0176,2017-07-19 11:50:00.000000 +00:00,2017-07-19 12:45:00.000000 +00:00,Arrived,,85,240,38,17
4365,PG0176,2017-08-21 11:50:00.000000 +00:00,2017-08-21 12:45:00.000000 +00:00,Scheduled,,2,239,189,24
4366,PG0176,2017-08-17 11:50:00.000000 +00:00,2017-08-17 12:45:00.000000 +00:00,Scheduled,,96,677,294,5
4367,PG0176,2017-07-21 11:50:00.000000 +00:00,2017-07-21 12:45:00.000000 +00:00,Arrived,,40,226,889,5
4368,PG0176,2017-07-28 11:50:00.000000 +00:00,2017-07-28 12:45:00.000000 +00:00,Arrived,,20,106,196,12
4369,PG0176,2017-09-01 11:50:00.000000 +00:00,2017-09-01 12:45:00.000000 +00:00,Scheduled,,44,846,223,7
4370,PG0176,2017-09-11 11:50:00.000000 +00:00,2017-09-11 12:45:00.000000 +00:00,Scheduled,,26,674,88,20
4371,PG0176,2017-08-23 11:50:00.000000 +00:00,2017-08-23 12:45:00.000000 +00:00,Scheduled,,81,806,987,17
4372,PG0176,2017-07-18 11:50:00.000000 +00:00,2017-07-18 12:45:00.000000 +00:00,Arrived,,88,626,162,23
4373,PG0176,2017-08-27 11:50:00.000000 +00:00,2017-08-27 12:45:00.000000 +00:00,Scheduled,,90,411,972,14
4374,PG0176,2017-07-22 11:50:00.000000 +00:00,2017-07-22 12:45:00.000000 +00:00,Arrived,,11,726,202,20
4375,PG0176,2017-08-10 11:50:00.000000 +00:00,2017-08-10 12:45:00.000000 +00:00,Arrived,,63,728,934,10
4376,PG0176,2017-08-15 11:50:00.000000 +00:00,2017-08-15 12:45:00.000000 +00:00,Arrived,,32,943,279,29
4377,PG0176,2017-07-24 11:50:00.000000 +00:00,2017-07-24 12:45:00.000000 +00:00,Arrived,,41,415,870,30
4378,PG0176,2017-08-09 11:50:00.000000 +00:00,2017-08-09 12:45:00.000000 +00:00,Arrived,,74,701,627,19
4379,PG0176,2017-08-24 11:50:00.000000 +00:00,2017-08-24 12:45:00.000000 +00:00,Scheduled,,73,445,259,21
4380,PG0176,2017-08-07 11:50:00.000000 +00:00,2017-08-07 12:45:00.000000 +00:00,Arrived,,34,161,972,5
4381,PG0176,2017-08-25 11:50:00.000000 +00:00,2017-08-25 12:45:00.000000 +00:00,Scheduled,,89,674,619,11
4382,PG0176,2017-08-13 11:50:00.000000 +00:00,2017-08-13 12:45:00.000000 +00:00,Arrived,,21,597,428,11
4383,PG0176,2017-08-20 11:50:00.000000 +00:00,2017-08-20 12:45:00.000000 +00:00,Scheduled,,56,332,850,8
4384,PG0176,2017-07-16 11:50:00.000000 +00:00,2017-07-16 12:45:00.000000 +00:00,Arrived,,4,731,762,21
4385,PG0176,2017-09-02 11:50:00.000000 +00:00,2017-09-02 12:45:00.000000 +00:00,Scheduled,,86,466,753,5
4386,PG0176,2017-08-02 11:50:00.000000 +00:00,2017-08-02 12:45:00.000000 +00:00,Arrived,,42,354,639,29
4387,PG0176,2017-07-17 11:50:00.000000 +00:00,2017-07-17 12:45:00.000000 +00:00,Arrived,,37,610,3,24
4388,PG0176,2017-09-14 11:50:00.000000 +00:00,2017-09-14 12:45:00.000000 +00:00,Cancelled,,3,623,392,21
4389,PG0176,2017-08-12 11:50:00.000000 +00:00,2017-08-12 12:45:00.000000 +00:00,Arrived,,95,53,425,14
4390,PG0176,2017-07-30 11:50:00.000000 +00:00,2017-07-30 12:45:00.000000 +00:00,Arrived,,96,787,559,3
4391,PG0176,2017-08-11 11:50:00.000000 +00:00,2017-08-11 12:45:00.000000 +00:00,Arrived,,39,554,633,6
4392,PG0176,2017-08-08 11:50:00.000000 +00:00,2017-08-08 12:45:00.000000 +00:00,Arrived,,8,863,841,5
4393,PG0176,2017-09-10 11:50:00.000000 +00:00,2017-09-10 12:45:00.000000 +00:00,Scheduled,,40,234,397,13
4394,PG0176,2017-07-27 11:50:00.000000 +00:00,2017-07-27 12:45:00.000000 +00:00,Arrived,,63,318,5,9
4395,PG0176,2017-09-06 11:50:00.000000 +00:00,2017-09-06 12:45:00.000000 +00:00,Scheduled,,34,947,221,8
4396,PG0064,2017-09-07 06:35:00.000000 +00:00,2017-09-07 12:25:00.000000 +00:00,Scheduled,,31,105,387,11
4397,PG0064,2017-08-21 06:35:00.000000 +00:00,2017-08-21 12:25:00.000000 +00:00,Scheduled,,8,255,955,23
4398,PG0064,2017-08-14 06:35:00.000000 +00:00,2017-08-14 12:25:00.000000 +00:00,Arrived,,76,819,101,16
4399,PG0064,2017-09-09 06:35:00.000000 +00:00,2017-09-09 12:25:00.000000 +00:00,Scheduled,,47,975,910,27
4400,PG0064,2017-08-12 06:35:00.000000 +00:00,2017-08-12 12:25:00.000000 +00:00,Arrived,,85,884,365,16
4401,PG0064,2017-09-04 06:35:00.000000 +00:00,2017-09-04 12:25:00.000000 +00:00,Scheduled,,45,267,330,22
4402,PG0064,2017-08-05 06:35:00.000000 +00:00,2017-08-05 12:25:00.000000 +00:00,Arrived,,37,921,519,20
4403,PG0064,2017-09-14 06:35:00.000000 +00:00,2017-09-14 12:25:00.000000 +00:00,Scheduled,,15,751,527,25
4404,PG0064,2017-08-19 06:35:00.000000 +00:00,2017-08-19 12:25:00.000000 +00:00,Scheduled,,71,756,742,8
4405,PG0064,2017-07-17 06:35:00.000000 +00:00,2017-07-17 12:25:00.000000 +00:00,Arrived,,50,816,409,17
4406,PG0064,2017-08-31 06:35:00.000000 +00:00,2017-08-31 12:25:00.000000 +00:00,Scheduled,,16,468,820,25
4407,PG0064,2017-08-10 06:35:00.000000 +00:00,2017-08-10 12:25:00.000000 +00:00,Arrived,,52,468,140,2
4408,PG0064,2017-08-28 06:35:00.000000 +00:00,2017-08-28 12:25:00.000000 +00:00,Scheduled,,80,267,18,21
4409,PG0064,2017-08-03 06:35:00.000000 +00:00,2017-08-03 12:25:00.000000 +00:00,Arrived,,33,515,172,9
4410,PG0064,2017-09-11 06:35:00.000000 +00:00,2017-09-11 12:25:00.000000 +00:00,Scheduled,,86,330,244,3
4411,PG0064,2017-08-07 06:35:00.000000 +00:00,2017-08-07 12:25:00.000000 +00:00,Arrived,,85,896,754,27
4412,PG0064,2017-07-22 06:35:00.000000 +00:00,2017-07-22 12:25:00.000000 +00:00,Arrived,,55,558,58,10
4413,PG0064,2017-07-27 06:35:00.000000 +00:00,2017-07-27 12:25:00.000000 +00:00,Arrived,,49,691,864,30
4414,PG0064,2017-08-17 06:35:00.000000 +00:00,2017-08-17 12:25:00.000000 +00:00,Scheduled,,92,77,196,11
4415,PG0064,2017-07-29 06:35:00.000000 +00:00,2017-07-29 12:25:00.000000 +00:00,Arrived,,34,236,290,6
4416,PG0064,2017-07-20 06:35:00.000000 +00:00,2017-07-20 12:25:00.000000 +00:00,Arrived,,12,355,924,22
4417,PG0064,2017-08-24 06:35:00.000000 +00:00,2017-08-24 12:25:00.000000 +00:00,Scheduled,,69,241,232,24
4418,PG0064,2017-09-02 06:35:00.000000 +00:00,2017-09-02 12:25:00.000000 +00:00,Scheduled,,83,499,384,27
4419,PG0064,2017-08-26 06:35:00.000000 +00:00,2017-08-26 12:25:00.000000 +00:00,Scheduled,,66,248,275,28
4420,PG0064,2017-07-24 06:35:00.000000 +00:00,2017-07-24 12:25:00.000000 +00:00,Arrived,,42,404,40,26
4421,PG0064,2017-07-31 06:35:00.000000 +00:00,2017-07-31 12:25:00.000000 +00:00,Arrived,,94,104,344,5
4422,PG0448,2017-09-03 15:30:00.000000 +00:00,2017-09-03 17:15:00.000000 +00:00,Scheduled,,2,882,251,16
4423,PG0448,2017-07-20 15:30:00.000000 +00:00,2017-07-20 17:15:00.000000 +00:00,Arrived,,58,572,856,16
4424,PG0448,2017-09-05 15:30:00.000000 +00:00,2017-09-05 17:15:00.000000 +00:00,Scheduled,,74,832,15,11
4425,PG0448,2017-08-22 15:30:00.000000 +00:00,2017-08-22 17:15:00.000000 +00:00,Scheduled,,7,485,795,3
4426,PG0448,2017-08-03 15:30:00.000000 +00:00,2017-08-03 17:15:00.000000 +00:00,Arrived,,15,571,691,9
4427,PG0448,2017-09-07 15:30:00.000000 +00:00,2017-09-07 17:15:00.000000 +00:00,Scheduled,,56,980,206,15
4428,PG0448,2017-08-06 15:30:00.000000 +00:00,2017-08-06 17:15:00.000000 +00:00,Arrived,,22,797,537,30
4429,PG0448,2017-09-12 15:30:00.000000 +00:00,2017-09-12 17:15:00.000000 +00:00,Scheduled,,84,284,102,3
4430,PG0448,2017-08-29 15:30:00.000000 +00:00,2017-08-29 17:15:00.000000 +00:00,Scheduled,,30,414,649,28
4431,PG0448,2017-08-27 15:30:00.000000 +00:00,2017-08-27 17:15:00.000000 +00:00,Scheduled,,24,88,961,7
4432,PG0448,2017-07-16 15:30:00.000000 +00:00,2017-07-16 17:15:00.000000 +00:00,Arrived,,27,917,228,7
4433,PG0448,2017-07-23 15:30:00.000000 +00:00,2017-07-23 17:15:00.000000 +00:00,Arrived,,53,737,63,4
4434,PG0448,2017-08-31 15:30:00.000000 +00:00,2017-08-31 17:15:00.000000 +00:00,Scheduled,,50,866,587,3
4435,PG0448,2017-08-10 15:30:00.000000 +00:00,2017-08-10 17:15:00.000000 +00:00,Arrived,,3,623,298,27
4436,PG0448,2017-07-27 15:30:00.000000 +00:00,2017-07-27 17:15:00.000000 +00:00,Arrived,,92,680,571,18
4437,PG0448,2017-08-08 15:30:00.000000 +00:00,2017-08-08 17:15:00.000000 +00:00,Arrived,,18,457,386,16
4439,PG0448,2017-07-30 15:30:00.000000 +00:00,2017-07-30 17:15:00.000000 +00:00,Arrived,,8,873,408,8
4440,PG0448,2017-07-25 15:30:00.000000 +00:00,2017-07-25 17:15:00.000000 +00:00,Arrived,,84,873,606,23
4441,PG0448,2017-08-13 15:30:00.000000 +00:00,2017-08-13 17:15:00.000000 +00:00,Arrived,,37,437,144,13
4442,PG0448,2017-08-20 15:30:00.000000 +00:00,2017-08-20 17:15:00.000000 +00:00,Scheduled,,33,307,923,18
4443,PG0448,2017-08-01 15:30:00.000000 +00:00,2017-08-01 17:15:00.000000 +00:00,Arrived,,12,885,642,14
4444,PG0448,2017-09-14 15:30:00.000000 +00:00,2017-09-14 17:15:00.000000 +00:00,Cancelled,,87,48,922,28
4445,PG0448,2017-08-24 15:30:00.000000 +00:00,2017-08-24 17:15:00.000000 +00:00,Scheduled,,56,32,155,4
4446,PG0448,2017-07-18 15:30:00.000000 +00:00,2017-07-18 17:15:00.000000 +00:00,Arrived,,93,148,640,30
4447,PG0448,2017-09-10 15:30:00.000000 +00:00,2017-09-10 17:15:00.000000 +00:00,Scheduled,,37,667,714,5
4448,PG0448,2017-08-17 15:30:00.000000 +00:00,2017-08-17 17:15:00.000000 +00:00,Scheduled,,17,86,409,7
4449,PG0515,2017-08-18 11:00:00.000000 +00:00,2017-08-18 13:00:00.000000 +00:00,Scheduled,,60,1,479,14
4450,PG0515,2017-08-11 11:00:00.000000 +00:00,2017-08-11 13:00:00.000000 +00:00,Arrived,,42,409,213,17
4451,PG0515,2017-08-31 11:00:00.000000 +00:00,2017-08-31 13:00:00.000000 +00:00,Scheduled,,19,639,915,4
4452,PG0515,2017-07-21 11:00:00.000000 +00:00,2017-07-21 13:00:00.000000 +00:00,Arrived,,88,690,34,16
4453,PG0515,2017-09-14 11:00:00.000000 +00:00,2017-09-14 13:00:00.000000 +00:00,Cancelled,,30,280,691,15
4454,PG0515,2017-08-03 11:00:00.000000 +00:00,2017-08-03 13:00:00.000000 +00:00,Arrived,,88,355,686,28
4455,PG0515,2017-09-11 11:00:00.000000 +00:00,2017-09-11 13:00:00.000000 +00:00,Scheduled,,39,260,886,5
4456,PG0515,2017-07-22 11:00:00.000000 +00:00,2017-07-22 13:00:00.000000 +00:00,Arrived,,45,975,354,27
4457,PG0515,2017-08-01 11:00:00.000000 +00:00,2017-08-01 13:00:00.000000 +00:00,Arrived,,4,990,605,6
4458,PG0515,2017-08-04 11:00:00.000000 +00:00,2017-08-04 13:00:00.000000 +00:00,Arrived,,63,56,377,11
4459,PG0515,2017-08-13 11:00:00.000000 +00:00,2017-08-13 13:00:00.000000 +00:00,Arrived,,16,676,168,12
4460,PG0515,2017-09-06 11:00:00.000000 +00:00,2017-09-06 13:00:00.000000 +00:00,Scheduled,,40,677,66,8
4461,PG0515,2017-09-04 11:00:00.000000 +00:00,2017-09-04 13:00:00.000000 +00:00,Scheduled,,12,157,880,11
4462,PG0515,2017-07-20 11:00:00.000000 +00:00,2017-07-20 13:00:00.000000 +00:00,Arrived,,17,411,484,23
4463,PG0515,2017-09-12 11:00:00.000000 +00:00,2017-09-12 13:00:00.000000 +00:00,Scheduled,,25,696,566,15
4464,PG0515,2017-08-12 11:00:00.000000 +00:00,2017-08-12 13:00:00.000000 +00:00,Arrived,,34,208,969,21
4465,PG0515,2017-08-29 11:00:00.000000 +00:00,2017-08-29 13:00:00.000000 +00:00,Scheduled,,58,605,627,8
4466,PG0515,2017-07-31 11:00:00.000000 +00:00,2017-07-31 13:00:00.000000 +00:00,Arrived,,56,675,692,27
4467,PG0515,2017-08-28 11:00:00.000000 +00:00,2017-08-28 13:00:00.000000 +00:00,Scheduled,,55,664,448,4
4469,PG0515,2017-08-05 11:00:00.000000 +00:00,2017-08-05 13:00:00.000000 +00:00,Arrived,,29,67,148,23
4470,PG0515,2017-07-23 11:00:00.000000 +00:00,2017-07-23 13:00:00.000000 +00:00,Arrived,,75,982,810,2
4471,PG0515,2017-08-06 11:00:00.000000 +00:00,2017-08-06 13:00:00.000000 +00:00,Arrived,,67,728,303,24
4472,PG0515,2017-07-30 11:00:00.000000 +00:00,2017-07-30 13:00:00.000000 +00:00,Arrived,,72,191,749,30
4473,PG0515,2017-07-19 11:00:00.000000 +00:00,2017-07-19 13:00:00.000000 +00:00,Arrived,,2,751,274,11
4474,PG0515,2017-09-03 11:00:00.000000 +00:00,2017-09-03 13:00:00.000000 +00:00,Scheduled,,92,107,571,26
4475,PG0515,2017-08-23 11:00:00.000000 +00:00,2017-08-23 13:00:00.000000 +00:00,Scheduled,,33,412,25,16
4476,PG0515,2017-09-07 11:00:00.000000 +00:00,2017-09-07 13:00:00.000000 +00:00,Scheduled,,87,67,738,7
4477,PG0515,2017-07-26 11:00:00.000000 +00:00,2017-07-26 13:00:00.000000 +00:00,Arrived,,77,906,955,18
4478,PG0515,2017-08-21 11:00:00.000000 +00:00,2017-08-21 13:00:00.000000 +00:00,Scheduled,,16,221,465,3
4479,PG0515,2017-08-07 11:00:00.000000 +00:00,2017-08-07 13:00:00.000000 +00:00,Arrived,,39,467,103,17
4480,PG0515,2017-08-15 11:00:00.000000 +00:00,2017-08-15 13:00:00.000000 +00:00,Arrived,,77,240,797,17
4481,PG0515,2017-09-10 11:00:00.000000 +00:00,2017-09-10 13:00:00.000000 +00:00,Scheduled,,73,782,953,6
4482,PG0515,2017-07-29 11:00:00.000000 +00:00,2017-07-29 13:00:00.000000 +00:00,Arrived,,99,605,648,20
4483,PG0515,2017-07-24 11:00:00.000000 +00:00,2017-07-24 13:00:00.000000 +00:00,Arrived,,3,458,739,26
4484,PG0515,2017-08-19 11:00:00.000000 +00:00,2017-08-19 13:00:00.000000 +00:00,Scheduled,,49,199,202,6
4485,PG0515,2017-09-13 11:00:00.000000 +00:00,2017-09-13 13:00:00.000000 +00:00,Scheduled,,63,421,650,3
4486,PG0515,2017-07-18 11:00:00.000000 +00:00,2017-07-18 13:00:00.000000 +00:00,Arrived,,78,828,687,5
4487,PG0515,2017-08-08 11:00:00.000000 +00:00,2017-08-08 13:00:00.000000 +00:00,Arrived,,56,260,386,13
4488,PG0515,2017-09-02 11:00:00.000000 +00:00,2017-09-02 13:00:00.000000 +00:00,Scheduled,,26,376,315,5
4489,PG0515,2017-07-28 11:00:00.000000 +00:00,2017-07-28 13:00:00.000000 +00:00,Arrived,,33,162,383,20
4490,PG0515,2017-07-16 11:00:00.000000 +00:00,2017-07-16 13:00:00.000000 +00:00,Arrived,,62,399,68,9
4491,PG0515,2017-09-08 11:00:00.000000 +00:00,2017-09-08 13:00:00.000000 +00:00,Scheduled,,95,228,632,9
4492,PG0515,2017-08-09 11:00:00.000000 +00:00,2017-08-09 13:00:00.000000 +00:00,Arrived,,50,828,489,24
4493,PG0515,2017-08-30 11:00:00.000000 +00:00,2017-08-30 13:00:00.000000 +00:00,Scheduled,,82,479,936,8
4494,PG0515,2017-07-17 11:00:00.000000 +00:00,2017-07-17 13:00:00.000000 +00:00,Arrived,,50,699,130,22
4495,PG0515,2017-08-14 11:00:00.000000 +00:00,2017-08-14 13:00:00.000000 +00:00,Arrived,,18,339,260,12
4496,PG0515,2017-07-25 11:00:00.000000 +00:00,2017-07-25 13:00:00.000000 +00:00,Arrived,,85,19,15,29
4497,PG0515,2017-07-27 11:00:00.000000 +00:00,2017-07-27 13:00:00.000000 +00:00,Arrived,,98,629,587,22
4498,PG0515,2017-08-10 11:00:00.000000 +00:00,2017-08-10 13:00:00.000000 +00:00,Arrived,,3,250,136,22
4499,PG0515,2017-08-25 11:00:00.000000 +00:00,2017-08-25 13:00:00.000000 +00:00,Scheduled,,89,803,857,11
4500,PG0515,2017-09-01 11:00:00.000000 +00:00,2017-09-01 13:00:00.000000 +00:00,Scheduled,,25,960,109,21
4501,PG0515,2017-09-09 11:00:00.000000 +00:00,2017-09-09 13:00:00.000000 +00:00,Scheduled,,95,95,442,11
4502,PG0515,2017-08-24 11:00:00.000000 +00:00,2017-08-24 13:00:00.000000 +00:00,Scheduled,,10,220,428,2
4503,PG0515,2017-08-27 11:00:00.000000 +00:00,2017-08-27 13:00:00.000000 +00:00,Scheduled,,41,925,492,17
4504,PG0515,2017-08-20 11:00:00.000000 +00:00,2017-08-20 13:00:00.000000 +00:00,Scheduled,,20,23,757,20
4505,PG0515,2017-08-26 11:00:00.000000 +00:00,2017-08-26 13:00:00.000000 +00:00,Scheduled,,99,982,503,21
4506,PG0515,2017-08-17 11:00:00.000000 +00:00,2017-08-17 13:00:00.000000 +00:00,Scheduled,,93,345,784,14
4507,PG0515,2017-09-05 11:00:00.000000 +00:00,2017-09-05 13:00:00.000000 +00:00,Scheduled,,85,16,307,3
4508,PG0515,2017-08-22 11:00:00.000000 +00:00,2017-08-22 13:00:00.000000 +00:00,Scheduled,,90,973,870,2
4509,PG0515,2017-08-02 11:00:00.000000 +00:00,2017-08-02 13:00:00.000000 +00:00,Arrived,,78,721,841,9
4510,PG0233,2017-07-23 09:15:00.000000 +00:00,2017-07-23 09:40:00.000000 +00:00,Arrived,,50,715,764,12
4511,PG0235,2017-07-31 16:50:00.000000 +00:00,2017-07-31 17:15:00.000000 +00:00,Arrived,,70,590,277,5
4512,PG0235,2017-08-28 16:50:00.000000 +00:00,2017-08-28 17:15:00.000000 +00:00,Scheduled,,54,546,727,25
4513,PG0234,2017-07-31 12:15:00.000000 +00:00,2017-07-31 12:40:00.000000 +00:00,Arrived,,84,192,467,9
4514,PG0234,2017-08-02 12:15:00.000000 +00:00,2017-08-02 12:40:00.000000 +00:00,Arrived,,47,266,643,11
4515,PG0233,2017-07-19 09:15:00.000000 +00:00,2017-07-19 09:40:00.000000 +00:00,Arrived,,79,618,15,5
4516,PG0233,2017-08-10 09:15:00.000000 +00:00,2017-08-10 09:40:00.000000 +00:00,Arrived,,41,330,291,14
4517,PG0233,2017-07-30 09:15:00.000000 +00:00,2017-07-30 09:40:00.000000 +00:00,Arrived,,92,676,642,23
4518,PG0234,2017-07-30 12:15:00.000000 +00:00,2017-07-30 12:40:00.000000 +00:00,Arrived,,57,105,84,20
4519,PG0235,2017-08-12 16:50:00.000000 +00:00,2017-08-12 17:15:00.000000 +00:00,Arrived,,27,306,557,3
4520,PG0234,2017-08-12 12:15:00.000000 +00:00,2017-08-12 12:40:00.000000 +00:00,Arrived,,12,360,554,25
4521,PG0234,2017-08-04 12:15:00.000000 +00:00,2017-08-04 12:40:00.000000 +00:00,Arrived,,38,677,667,22
4522,PG0233,2017-07-16 09:15:00.000000 +00:00,2017-07-16 09:40:00.000000 +00:00,Arrived,,89,426,243,8
4523,PG0234,2017-09-13 12:15:00.000000 +00:00,2017-09-13 12:40:00.000000 +00:00,Scheduled,,61,344,875,10
4524,PG0233,2017-09-13 09:15:00.000000 +00:00,2017-09-13 09:40:00.000000 +00:00,Scheduled,,52,322,161,11
